AISC_Manual_Label,W,A,Ix (in^4),Sx
WT16.5X110.5,110.50,32.60,799.00,60.80
WT16.5X100.5,100.50,29.70,725.00,55.50
WT16.5X84.5,84.50,24.70,649.00,51.10
WT16.5X76,76.00,22.50,592.00,47.40
WT16.5X70.5,70.50,20.70,552.00,44.70
WT16.5X65,65.00,19.10,513.00,42.10
WT16.5X59,59.00,17.40,469.00,39.20
WT15X195.5,195.50,57.60,1220.00,96.90
WT15X178.5,178.50,52.50,1090.00,87.20
WT15X163,163.00,48.00,981.00,78.80
WT15X146,146.00,43.00,861.00,69.60
WT15X130.5,130.50,38.50,765.00,62.40
WT15X117.5,117.50,34.70,674.00,55.10
WT15X105.5,105.50,31.10,610.00,50.50
WT15X95.5,95.50,28.00,549.00,45.70
WT15X86.5,86.50,25.40,497.00,41.70
WT15X74,74.00,21.80,466.00,40.60
WT15X66,66.00,19.50,421.00,37.40
WT15X62,62.00,18.20,396.00,35.30
WT15X58,58.00,17.10,373.00,33.70
WT15X54,54.00,15.90,349.00,32.00
WT15X49.5,49.50,14.50,322.00,30.00
WT15X45,45.00,13.20,290.00,27.10
WT13.5X269.5,269.50,79.30,1530.00,128.00
WT13.5X184,184.00,54.20,939.00,81.70
WT13.5X168,168.00,49.50,839.00,73.40
WT13.5X153.5,153.50,45.20,753.00,66.40
WT13.5X140.5,140.50,41.50,677.00,59.90
WT13.5X129,129.00,38.10,613.00,54.70
WT13.5X117.5,117.50,34.70,556.00,50.00
WT13.5X108.5,108.50,32.00,502.00,45.20
WT13.5X97,97.00,28.60,444.00,40.30
WT13.5X89,89.00,26.30,414.00,38.20
WT13.5X80.5,80.50,23.80,372.00,34.40
WT13.5X73,73.00,21.60,336.00,31.20
WT13.5X64.5,64.50,18.90,323.00,31.00
WT13.5X57,57.00,16.80,289.00,28.30
WT13.5X51,51.00,15.00,258.00,25.30
WT13.5X47,47.00,13.80,239.00,23.80
WT13.5X42,42.00,12.40,216.00,21.90
WT12X185,185.00,54.50,779.00,74.70
WT12X167.5,167.50,49.10,686.00,66.30
WT12X153,153.00,44.90,611.00,59.40
WT12X139.5,139.50,41.00,546.00,53.60
WT12X125,125.00,36.80,478.00,47.20
WT12X114.5,114.50,33.60,431.00,42.90
WT12X103.5,103.50,30.30,382.00,38.30
WT12X96,96.00,28.20,350.00,35.20
WT12X88,88.00,25.80,319.00,32.20
WT12X81,81.00,23.90,293.00,29.90
WT12X73,73.00,21.50,264.00,27.20
WT12X65.5,65.50,19.30,238.00,24.80
WT12X58.5,58.50,17.20,212.00,22.30
WT12X52,52.00,15.30,189.00,20.00
WT12X51.5,51.50,15.10,204.00,22.00
WT12X47,47.00,13.80,186.00,20.30
WT12X42,42.00,12.40,166.00,18.30
WT12X38,38.00,11.20,151.00,16.90
WT12X34,34.00,10.00,137.00,15.60
WT12X31,31.00,9.11,131.00,15.60
WT12X27.5,27.50,8.10,117.00,14.10
WT10.5X100.5,100.50,29.60,285.00,31.90
WT10.5X91,91.00,26.80,253.00,28.50
WT10.5X83,83.00,24.40,226.00,25.50
WT10.5X73.5,73.50,21.60,204.00,23.70
WT10.5X66,66.00,19.40,181.00,21.10
WT10.5X61,61.00,17.90,166.00,19.30
WT10.5X55.5,55.50,16.30,150.00,17.50
WT10.5X50.5,50.50,14.90,135.00,15.80
WT10.5X46.5,46.50,13.70,144.00,17.90
WT10.5X41.5,41.50,12.20,127.00,15.70
WT10.5X36.5,36.50,10.70,110.00,13.80
WT10.5X34,34.00,10.00,103.00,12.90
WT10.5X31,31.00,9.13,93.80,11.90
WT10.5X27.5,27.50,8.10,84.40,10.90
WT10.5X24,24.00,7.07,74.90,9.90
WT10.5X28.5,28.50,8.37,90.40,11.80
WT10.5X25,25.00,7.36,80.30,10.70
WT10.5X22,22.00,6.49,71.10,9.68
WT9X155.5,155.50,45.80,383.00,46.60
WT9X141.5,141.50,41.70,337.00,41.50
WT9X129,129.00,38.00,298.00,37.00
WT9X117,117.00,34.30,261.00,32.70
WT9X105.5,105.50,31.20,229.00,29.10
WT9X96,96.00,28.10,202.00,25.80
WT9X87.5,87.50,25.70,181.00,23.40
WT9X79,79.00,23.20,160.00,20.80
WT9X71.5,71.50,21.00,142.00,18.50
WT9X65,65.00,19.20,127.00,16.70
WT9X59.5,59.50,17.60,119.00,15.90
WT9X53,53.00,15.60,104.00,14.10
WT9X48.5,48.50,14.20,93.80,12.70
WT9X43,43.00,12.70,82.40,11.20
WT9X38,38.00,11.10,71.80,9.83
WT9X35.5,35.50,10.40,78.20,11.20
WT9X32.5,32.50,9.55,70.70,10.10
WT9X30,30.00,8.82,64.70,9.29
WT9X27.5,27.50,8.10,59.50,8.63
WT9X25,25.00,7.34,53.50,7.79
WT9X23,23.00,6.77,52.10,7.77
WT9X20,20.00,5.88,44.80,6.73
WT9X17.5,17.50,5.15,40.10,6.21
WT8X50,50.00,14.70,76.80,11.40
WT8X44.5,44.50,13.10,67.20,10.10
WT8X38.5,38.50,11.30,56.90,8.59
WT8X33.5,33.50,9.81,48.60,7.36
WT8X28.5,28.50,8.39,48.70,7.77
WT8X25,25.00,7.37,42.30,6.78
WT8X22.5,22.50,6.63,37.80,6.10
WT8X20,20.00,5.89,33.10,5.35
WT8X18,18.00,5.29,30.60,5.05
WT8X15.5,15.50,4.56,27.50,4.64
WT8X13,13.00,3.84,23.50,4.09
WT7X365,365.00,107.00,739.00,95.40
WT7X332.5,332.50,97.80,622.00,82.10
WT7X302.5,302.50,89.00,524.00,70.60
WT7X275,275.00,80.90,442.00,60.90
WT7X250,250.00,73.50,375.00,52.70
WT7X227.5,227.50,66.90,321.00,45.90
WT7X213,213.00,62.70,287.00,41.40
WT7X199,199.00,58.40,257.00,37.60
WT7X185,185.00,54.40,229.00,33.90
WT7X171,171.00,50.30,203.00,30.40
WT7X155.5,155.50,45.70,176.00,26.70
WT7X141.5,141.50,41.60,153.00,23.50
WT7X128.5,128.50,37.80,133.00,20.70
WT7X116.5,116.50,34.20,116.00,18.20
WT7X105.5,105.50,31.00,102.00,16.20
WT7X96.5,96.50,28.40,89.80,14.40
WT7X88,88.00,25.90,80.50,13.00
WT7X79.5,79.50,23.40,70.20,11.40
WT7X72.5,72.50,21.30,62.50,10.20
WT7X66,66.00,19.40,57.80,9.57
WT7X60,60.00,17.70,51.70,8.61
WT7X54.5,54.50,16.00,45.30,7.56
WT7X49.5,49.50,14.60,40.90,6.88
WT7X45,45.00,13.20,36.50,6.16
WT7X41,41.00,12.00,41.20,7.14
WT7X37,37.00,10.90,36.00,6.25
WT7X34,34.00,10.00,32.60,5.69
WT7X30.5,30.50,8.96,28.90,5.07
WT7X26.5,26.50,7.80,27.60,4.94
WT7X24,24.00,7.07,24.90,4.49
WT7X21.5,21.50,6.31,21.90,3.98
WT7X19,19.00,5.58,23.30,4.22
WT7X17,17.00,5.00,20.90,3.83
WT7X15,15.00,4.42,19.00,3.55
WT7X13,13.00,3.85,17.30,3.31
WT7X11,11.00,3.25,14.80,2.91
WT6X168,168.00,49.50,190.00,31.20
WT6X152.5,152.50,44.70,162.00,27.00
WT6X139.5,139.50,41.00,141.00,24.10
WT6X126,126.00,37.10,121.00,20.90
WT6X115,115.00,33.80,106.00,18.50
WT6X105,105.00,30.90,92.10,16.40
WT6X95,95.00,28.00,79.00,14.20
WT6X85,85.00,25.00,67.80,12.30
WT6X76,76.00,22.40,58.50,10.80
WT6X68,68.00,20.00,50.60,9.46
WT6X60,60.00,17.60,43.40,8.22
WT6X53,53.00,15.60,36.30,6.92
WT6X48,48.00,14.10,32.00,6.12
WT6X43.5,43.50,12.80,28.90,5.60
WT6X39.5,39.50,11.60,25.80,5.03
WT6X36,36.00,10.60,23.20,4.54
WT6X32.5,32.50,9.54,20.60,4.06
WT6X29,29.00,8.52,19.10,3.76
WT6X26.5,26.50,7.78,17.70,3.54
WT6X25,25.00,7.30,18.70,3.79
WT6X22.5,22.50,6.56,16.60,3.39
WT6X20,20.00,5.84,14.40,2.95
WT6X17.5,17.50,5.17,16.00,3.23
WT6X15,15.00,4.40,13.50,2.75
WT6X13,13.00,3.82,11.70,2.40
WT6X11,11.00,3.24,11.70,2.59
WT6X9.5,9.50,2.79,10.10,2.28
WT6X8,8.00,2.36,8.70,2.04
WT6X7,7.00,2.08,7.67,1.83
WT5X56,56.00,16.50,28.60,6.40
WT5X50,50.00,14.70,24.50,5.56
WT5X44,44.00,13.00,20.80,4.77
WT5X38.5,38.50,11.30,17.40,4.05
WT5X34,34.00,10.00,14.90,3.49
WT5X30,30.00,8.84,12.90,3.04
WT5X27,27.00,7.90,11.10,2.64
WT5X24.5,24.50,7.21,10.00,2.39
WT5X22.5,22.50,6.63,10.20,2.47
WT5X19.5,19.50,5.73,8.84,2.16
WT5X16.5,16.50,4.85,7.71,1.93
WT5X15,15.00,4.42,9.28,2.24
WT5X13,13.00,3.81,7.86,1.91
WT5X11,11.00,3.24,6.88,1.72
WT5X9.5,9.50,2.81,6.68,1.74
WT5X8.5,8.50,2.50,6.06,1.62
WT5X7.5,7.50,2.21,5.45,1.50
WT5X6,6.00,1.77,4.35,1.22
WT4X33.5,33.50,9.84,10.90,3.05
WT4X29,29.00,8.54,9.12,2.61
WT4X24,24.00,7.05,6.85,1.97
WT4X20,20.00,5.87,5.73,1.69
WT4X17.5,17.50,5.14,4.82,1.43
WT4X15.5,15.50,4.56,4.28,1.28
WT4X14,14.00,4.12,4.23,1.28
WT4X12,12.00,3.54,3.53,1.08
WT4X10.5,10.50,3.08,3.90,1.18
WT4X9,9.00,2.63,3.41,1.05
WT4X7.5,7.50,2.22,3.28,1.07
WT4X6.5,6.50,1.92,2.89,0.97
WT4X5,5.00,1.48,2.15,0.72
WT3X12.5,12.50,3.67,2.29,0.89
WT3X10,10.00,2.94,1.76,0.69
WT3X7.5,7.50,2.21,1.41,0.58
WT3X8,8.00,2.37,1.69,0.69
WT3X6,6.00,1.78,1.32,0.56
WT3X4.5,4.50,1.34,0.95,0.41
WT3X4.25,4.25,1.26,0.91,0.40
WT2.5X9.5,9.50,2.78,1.01,0.49
WT2.5X8,8.00,2.35,0.85,0.41
WT2X6.5,6.50,1.91,0.53,0.32
MT6.25X6.2,6.20,1.82,7.29,1.61
MT6.25X5.8,5.80,1.70,6.94,1.57
MT6X5.9,5.90,1.74,6.61,1.61
MT6X5.4,5.40,1.59,6.03,1.46
MT6X5,5.00,1.48,5.62,1.36
MT5X4.5,4.50,1.33,3.47,1.00
MT5X4,4.00,1.19,3.08,0.89
MT5X3.75,3.75,1.11,2.91,0.84
MT4X3.25,3.25,0.96,1.57,0.56
MT4X3.1,3.10,0.91,1.50,0.53
MT3X2.2,2.20,0.65,0.58,0.27
MT3X1.85,1.85,0.55,0.48,0.23
MT2.5X9.45,9.45,2.78,1.05,0.53
MT2X3,3.00,0.88,0.21,0.13
ST12X60.5,60.50,17.80,259.00,30.10
ST12X53,53.00,15.60,216.00,24.10
ST12X50,50.00,14.70,215.00,26.30
ST12X45,45.00,13.20,190.00,22.60
ST12X40,40.00,11.70,162.00,18.60
ST10X48,48.00,14.10,143.00,20.30
ST10X43,43.00,12.70,124.00,17.20
ST10X37.5,37.50,11.00,109.00,15.80
ST10X33,33.00,9.70,92.90,12.90
ST9X35,35.00,10.30,84.50,14.00
ST9X27.35,27.35,8.02,62.30,9.60
ST7.5X25,25.00,7.34,40.50,7.72
ST7.5X21.45,21.45,6.30,32.90,5.99
ST6X25,25.00,7.33,25.10,6.04
ST6X20.4,20.40,5.96,18.90,4.27
ST6X17.5,17.50,5.12,17.20,3.95
ST6X15.9,15.90,4.65,14.80,3.30
ST5X17.5,17.50,5.14,12.50,3.62
ST5X12.7,12.70,3.72,7.79,2.05
ST4X11.5,11.50,3.38,5.00,1.76
ST4X9.2,9.20,2.70,3.49,1.14
ST3X8.6,8.60,2.53,2.12,1.02
ST3X6.25,6.25,1.83,1.26,0.55
ST2.5X5,5.00,1.46,0.67,0.35
ST2X4.75,4.75,1.40,0.46,0.32
ST2X3.85,3.85,1.13,0.31,0.20
ST1.5X3.75,3.75,1.10,0.20,0.19
ST1.5X2.85,2.85,0.83,0.11,0.10
2L8X8X1-1/8,114.00,33.60,196.00,35.00
2L8X8X1-1/8X3/8,114.00,33.60,196.00,35.00
2L8X8X1-1/8X3/4,114.00,33.60,196.00,35.00
2L8X8X1,102.00,30.20,178.00,31.60
2L8X8X1X3/8,102.00,30.20,178.00,31.60
2L8X8X1X3/4,102.00,30.20,178.00,31.60
2L8X8X7/8,90.00,26.60,159.00,28.00
2L8X8X7/8X3/8,90.00,26.60,159.00,28.00
2L8X8X7/8X3/4,90.00,26.60,159.00,28.00
2L8X8X3/4,77.80,23.00,140.00,24.40
2L8X8X3/4X3/8,77.80,23.00,140.00,24.40
2L8X8X3/4X3/4,77.80,23.00,140.00,24.40
2L8X8X5/8,65.40,19.40,119.00,20.60
2L8X8X5/8X3/8,65.40,19.40,119.00,20.60
2L8X8X5/8X3/4,65.40,19.40,119.00,20.60
2L8X8X9/16,59.20,17.50,108.00,18.70
2L8X8X9/16X3/8,59.20,17.50,108.00,18.70
2L8X8X9/16X3/4,59.20,17.50,108.00,18.70
2L8X8X1/2,52.80,15.70,97.60,16.70
2L8X8X1/2X3/8,52.80,15.70,97.60,16.70
2L8X8X1/2X3/4,52.80,15.70,97.60,16.70
2L6X6X1,74.80,22.00,70.80,17.10
2L6X6X1X3/8,74.80,22.00,70.80,17.10
2L6X6X1X3/4,74.80,22.00,70.80,17.10
2L6X6X7/8,66.20,19.50,63.80,15.20
2L6X6X7/8X3/8,66.20,19.50,63.80,15.20
2L6X6X7/8X3/4,66.20,19.50,63.80,15.20
2L6X6X3/4,57.40,16.90,56.20,13.30
2L6X6X3/4X3/8,57.40,16.90,56.20,13.30
2L6X6X3/4X3/4,57.40,16.90,56.20,13.30
2L6X6X5/8,48.40,14.30,48.20,11.30
2L6X6X5/8X3/8,48.40,14.30,48.20,11.30
2L6X6X5/8X3/4,48.40,14.30,48.20,11.30
2L6X6X9/16,43.80,12.90,44.00,10.20
2L6X6X9/16X3/8,43.80,12.90,44.00,10.20
2L6X6X9/16X3/4,43.80,12.90,44.00,10.20
2L6X6X1/2,39.20,11.50,39.80,9.18
2L6X6X1/2X3/8,39.20,11.50,39.80,9.18
2L6X6X1/2X3/4,39.20,11.50,39.80,9.18
2L6X6X7/16,34.40,10.20,35.20,8.12
2L6X6X7/16X3/8,34.40,10.20,35.20,8.12
2L6X6X7/16X3/4,34.40,10.20,35.20,8.12
2L6X6X3/8,29.80,8.76,30.80,7.02
2L6X6X3/8X3/8,29.80,8.76,30.80,7.02
2L6X6X3/8X3/4,29.80,8.76,30.80,7.02
2L6X6X5/16,24.80,7.34,26.00,5.90
2L6X6X5/16X3/8,24.80,7.34,26.00,5.90
2L6X6X5/16X3/4,24.80,7.34,26.00,5.90
2L5X5X7/8,54.40,16.00,35.60,10.30
2L5X5X7/8X3/8,54.40,16.00,35.60,10.30
2L5X5X7/8X3/4,54.40,16.00,35.60,10.30
2L5X5X3/4,47.20,14.00,31.40,9.04
2L5X5X3/4X3/8,47.20,14.00,31.40,9.04
2L5X5X3/4X3/4,47.20,14.00,31.40,9.04
2L5X5X5/8,40.00,11.80,27.20,7.70
2L5X5X5/8X3/8,40.00,11.80,27.20,7.70
2L5X5X5/8X3/4,40.00,11.80,27.20,7.70
2L5X5X1/2,32.40,9.58,22.60,6.30
2L5X5X1/2X3/8,32.40,9.58,22.60,6.30
2L5X5X1/2X3/4,32.40,9.58,22.60,6.30
2L5X5X7/16,28.60,8.44,20.00,5.56
2L5X5X7/16X3/8,28.60,8.44,20.00,5.56
2L5X5X7/16X3/4,28.60,8.44,20.00,5.56
2L5X5X3/8,24.60,7.30,17.50,4.82
2L5X5X3/8X3/8,24.60,7.30,17.50,4.82
2L5X5X3/8X3/4,24.60,7.30,17.50,4.82
2L5X5X5/16,20.60,6.14,14.90,4.08
2L5X5X5/16X3/8,20.60,6.14,14.90,4.08
2L5X5X5/16X3/4,20.60,6.14,14.90,4.08
2L4X4X3/4,37.00,10.90,15.20,5.58
2L4X4X3/4X3/8,37.00,10.90,15.20,5.58
2L4X4X3/4X3/4,37.00,10.90,15.20,5.58
2L4X4X5/8,31.40,9.22,13.20,4.76
2L4X4X5/8X3/8,31.40,9.22,13.20,4.76
2L4X4X5/8X3/4,31.40,9.22,13.20,4.76
2L4X4X1/2,25.60,7.50,11.00,3.92
2L4X4X1/2X3/8,25.60,7.50,11.00,3.92
2L4X4X1/2X3/4,25.60,7.50,11.00,3.92
2L4X4X7/16,22.60,6.60,9.86,3.46
2L4X4X7/16X3/8,22.60,6.60,9.86,3.46
2L4X4X7/16X3/4,22.60,6.60,9.86,3.46
2L4X4X3/8,19.60,5.72,8.64,3.00
2L4X4X3/8X3/8,19.60,5.72,8.64,3.00
2L4X4X3/8X3/4,19.60,5.72,8.64,3.00
2L4X4X5/16,16.40,4.80,7.34,2.54
2L4X4X5/16X3/8,16.40,4.80,7.34,2.54
2L4X4X5/16X3/4,16.40,4.80,7.34,2.54
2L4X4X1/4,13.20,3.86,6.00,2.06
2L4X4X1/4X3/8,13.20,3.86,6.00,2.06
2L4X4X1/4X3/4,13.20,3.86,6.00,2.06
2L3-1/2X3-1/2X1/2,22.20,6.50,7.26,2.96
2L3-1/2X3-1/2X1/2X3/8,22.20,6.50,7.26,2.96
2L3-1/2X3-1/2X1/2X3/4,22.20,6.50,7.26,2.96
2L3-1/2X3-1/2X7/16,19.60,5.78,6.50,2.64
2L3-1/2X3-1/2X7/16X3/8,19.60,5.78,6.50,2.64
2L3-1/2X3-1/2X7/16X3/4,19.60,5.78,6.50,2.64
2L3-1/2X3-1/2X3/8,17.00,5.00,5.72,2.30
2L3-1/2X3-1/2X3/8X3/8,17.00,5.00,5.72,2.30
2L3-1/2X3-1/2X3/8X3/4,17.00,5.00,5.72,2.30
2L3-1/2X3-1/2X5/16,14.40,4.20,4.88,1.94
2L3-1/2X3-1/2X5/16X3/8,14.40,4.20,4.88,1.94
2L3-1/2X3-1/2X5/16X3/4,14.40,4.20,4.88,1.94
2L3-1/2X3-1/2X1/4,11.60,3.40,4.00,1.57
2L3-1/2X3-1/2X1/4X3/8,11.60,3.40,4.00,1.57
2L3-1/2X3-1/2X1/4X3/4,11.60,3.40,4.00,1.57
2L3X3X1/2,18.80,5.52,4.40,2.12
2L3X3X1/2X3/8,18.80,5.52,4.40,2.12
2L3X3X1/2X3/4,18.80,5.52,4.40,2.12
2L3X3X7/16,16.60,4.86,3.96,1.89
2L3X3X7/16X3/8,16.60,4.86,3.96,1.89
2L3X3X7/16X3/4,16.60,4.86,3.96,1.89
2L3X3X3/8,14.40,4.22,3.50,1.65
2L3X3X3/8X3/8,14.40,4.22,3.50,1.65
2L3X3X3/8X3/4,14.40,4.22,3.50,1.65
2L3X3X5/16,12.20,3.56,3.00,1.40
2L3X3X5/16X3/8,12.20,3.56,3.00,1.40
2L3X3X5/16X3/4,12.20,3.56,3.00,1.40
2L3X3X1/4,9.80,2.88,2.46,1.14
2L3X3X1/4X3/8,9.80,2.88,2.46,1.14
2L3X3X1/4X3/4,9.80,2.88,2.46,1.14
2L3X3X3/16,7.42,2.18,1.90,0.87
2L3X3X3/16X3/8,7.42,2.18,1.90,0.87
2L3X3X3/16X3/4,7.42,2.18,1.90,0.87
2L2-1/2X2-1/2X1/2,15.40,4.52,2.44,1.43
2L2-1/2X2-1/2X1/2X3/8,15.40,4.52,2.44,1.43
2L2-1/2X2-1/2X1/2X3/4,15.40,4.52,2.44,1.43
2L2-1/2X2-1/2X3/8,11.80,3.46,1.94,1.12
2L2-1/2X2-1/2X3/8X3/8,11.80,3.46,1.94,1.12
2L2-1/2X2-1/2X3/8X3/4,11.80,3.46,1.94,1.12
2L2-1/2X2-1/2X5/16,10.00,2.92,1.67,0.95
2L2-1/2X2-1/2X5/16X3/8,10.00,2.92,1.67,0.95
2L2-1/2X2-1/2X5/16X3/4,10.00,2.92,1.67,0.95
2L2-1/2X2-1/2X1/4,8.20,2.38,1.38,0.77
2L2-1/2X2-1/2X1/4X3/8,8.20,2.38,1.38,0.77
2L2-1/2X2-1/2X1/4X3/4,8.20,2.38,1.38,0.77
2L2-1/2X2-1/2X3/16,6.14,1.80,1.07,0.59
2L2-1/2X2-1/2X3/16X3/8,6.14,1.80,1.07,0.59
2L2-1/2X2-1/2X3/16X3/4,6.14,1.80,1.07,0.59
2L2X2X3/8,9.40,2.74,0.95,0.70
2L2X2X3/8X3/8,9.40,2.74,0.95,0.70
2L2X2X3/8X3/4,9.40,2.74,0.95,0.70
2L2X2X5/16,7.84,2.32,0.83,0.60
2L2X2X5/16X3/8,7.84,2.32,0.83,0.60
2L2X2X5/16X3/4,7.84,2.32,0.83,0.60
2L2X2X1/4,6.38,1.89,0.69,0.49
2L2X2X1/4X3/8,6.38,1.89,0.69,0.49
2L2X2X1/4X3/4,6.38,1.89,0.69,0.49
2L2X2X3/16,4.88,1.44,0.54,0.38
2L2X2X3/16X3/8,4.88,1.44,0.54,0.38
2L2X2X3/16X3/4,4.88,1.44,0.54,0.38
2L2X2X1/8,3.30,0.98,0.38,0.26
2L2X2X1/8X3/8,3.30,0.98,0.38,0.26
2L2X2X1/8X3/4,3.30,0.98,0.38,0.26
2L8X6X1LLBB,88.40,26.20,162.00,30.20
2L8X6X1X3/8LLBB,88.40,26.20,162.00,30.20
2L8X6X1X3/4LLBB,88.40,26.20,162.00,30.20
2L8X6X7/8LLBB,78.20,23.00,145.00,26.80
2L8X6X7/8X3/8LLBB,78.20,23.00,145.00,26.80
2L8X6X7/8X3/4LLBB,78.20,23.00,145.00,26.80
2L8X6X3/4LLBB,67.60,20.00,127.00,23.40
2L8X6X3/4X3/8LLBB,67.60,20.00,127.00,23.40
2L8X6X3/4X3/4LLBB,67.60,20.00,127.00,23.40
2L8X6X5/8LLBB,57.00,16.80,108.00,19.70
2L8X6X5/8X3/8LLBB,57.00,16.80,108.00,19.70
2L8X6X5/8X3/4LLBB,57.00,16.80,108.00,19.70
2L8X6X9/16LLBB,51.40,15.20,98.80,17.90
2L8X6X9/16X3/8LLBB,51.40,15.20,98.80,17.90
2L8X6X9/16X3/4LLBB,51.40,15.20,98.80,17.90
2L8X6X1/2LLBB,46.00,13.60,88.80,16.00
2L8X6X1/2X3/8LLBB,46.00,13.60,88.80,16.00
2L8X6X1/2X3/4LLBB,46.00,13.60,88.80,16.00
2L8X6X7/16LLBB,40.40,12.00,78.60,14.10
2L8X6X7/16X3/8LLBB,40.40,12.00,78.60,14.10
2L8X6X7/16X3/4LLBB,40.40,12.00,78.60,14.10
2L8X4X1LLBB,74.80,22.20,139.00,28.00
2L8X4X1X3/8LLBB,74.80,22.20,139.00,28.00
2L8X4X1X3/4LLBB,74.80,22.20,139.00,28.00
2L8X4X7/8LLBB,66.20,19.60,125.00,25.00
2L8X4X7/8X3/8LLBB,66.20,19.60,125.00,25.00
2L8X4X7/8X3/4LLBB,66.20,19.60,125.00,25.00
2L8X4X3/4LLBB,57.40,17.00,110.00,21.80
2L8X4X3/4X3/8LLBB,57.40,17.00,110.00,21.80
2L8X4X3/4X3/4LLBB,57.40,17.00,110.00,21.80
2L8X4X5/8LLBB,48.40,14.30,94.00,18.40
2L8X4X5/8X3/8LLBB,48.40,14.30,94.00,18.40
2L8X4X5/8X3/4LLBB,48.40,14.30,94.00,18.40
2L8X4X9/16LLBB,43.80,13.00,85.80,16.70
2L8X4X9/16X3/8LLBB,43.80,13.00,85.80,16.70
2L8X4X9/16X3/4LLBB,43.80,13.00,85.80,16.70
2L8X4X1/2LLBB,39.20,11.60,77.20,15.00
2L8X4X1/2X3/8LLBB,39.20,11.60,77.20,15.00
2L8X4X1/2X3/4LLBB,39.20,11.60,77.20,15.00
2L8X4X7/16LLBB,34.40,10.20,68.40,13.20
2L8X4X7/16X3/8LLBB,34.40,10.20,68.40,13.20
2L8X4X7/16X3/4LLBB,34.40,10.20,68.40,13.20
2L7X4X3/4LLBB,52.40,15.50,75.60,16.80
2L7X4X3/4X3/8LLBB,52.40,15.50,75.60,16.80
2L7X4X3/4X3/4LLBB,52.40,15.50,75.60,16.80
2L7X4X5/8LLBB,44.20,13.00,64.80,14.20
2L7X4X5/8X3/8LLBB,44.20,13.00,64.80,14.20
2L7X4X5/8X3/4LLBB,44.20,13.00,64.80,14.20
2L7X4X1/2LLBB,35.80,10.50,53.20,11.60
2L7X4X1/2X3/8LLBB,35.80,10.50,53.20,11.60
2L7X4X1/2X3/4LLBB,35.80,10.50,53.20,11.60
2L7X4X7/16LLBB,31.40,9.26,47.20,10.20
2L7X4X7/16X3/8LLBB,31.40,9.26,47.20,10.20
2L7X4X7/16X3/4LLBB,31.40,9.26,47.20,10.20
2L7X4X3/8LLBB,27.20,8.00,41.00,8.84
2L7X4X3/8X3/8LLBB,27.20,8.00,41.00,8.84
2L7X4X3/8X3/4LLBB,27.20,8.00,41.00,8.84
2L6X4X7/8LLBB,54.40,16.00,55.40,14.30
2L6X4X7/8X3/8LLBB,54.40,16.00,55.40,14.30
2L6X4X7/8X3/4LLBB,54.40,16.00,55.40,14.30
2L6X4X3/4LLBB,47.20,13.90,49.00,12.50
2L6X4X3/4X3/8LLBB,47.20,13.90,49.00,12.50
2L6X4X3/4X3/4LLBB,47.20,13.90,49.00,12.50
2L6X4X5/8LLBB,40.00,11.70,42.00,10.60
2L6X4X5/8X3/8LLBB,40.00,11.70,42.00,10.60
2L6X4X5/8X3/4LLBB,40.00,11.70,42.00,10.60
2L6X4X9/16LLBB,36.20,10.60,38.40,9.62
2L6X4X9/16X3/8LLBB,36.20,10.60,38.40,9.62
2L6X4X9/16X3/4LLBB,36.20,10.60,38.40,9.62
2L6X4X1/2LLBB,32.40,9.50,34.60,8.62
2L6X4X1/2X3/8LLBB,32.40,9.50,34.60,8.62
2L6X4X1/2X3/4LLBB,32.40,9.50,34.60,8.62
2L6X4X7/16LLBB,28.60,8.36,30.80,7.62
2L6X4X7/16X3/8LLBB,28.60,8.36,30.80,7.62
2L6X4X7/16X3/4LLBB,28.60,8.36,30.80,7.62
2L6X4X3/8LLBB,24.60,7.22,26.80,6.60
2L6X4X3/8X3/8LLBB,24.60,7.22,26.80,6.60
2L6X4X3/8X3/4LLBB,24.60,7.22,26.80,6.60
2L6X4X5/16LLBB,20.60,6.06,22.80,5.54
2L6X4X5/16X3/8LLBB,20.60,6.06,22.80,5.54
2L6X4X5/16X3/4LLBB,20.60,6.06,22.80,5.54
2L6X3-1/2X1/2LLBB,30.60,9.00,33.20,8.46
2L6X3-1/2X1/2X3/8LLBB,30.60,9.00,33.20,8.46
2L6X3-1/2X1/2X3/4LLBB,30.60,9.00,33.20,8.46
2L6X3-1/2X3/8LLBB,23.40,6.88,25.80,6.46
2L6X3-1/2X3/8X3/8LLBB,23.40,6.88,25.80,6.46
2L6X3-1/2X3/8X3/4LLBB,23.40,6.88,25.80,6.46
2L6X3-1/2X5/16LLBB,19.60,5.78,21.80,5.44
2L6X3-1/2X5/16X3/8LLBB,19.60,5.78,21.80,5.44
2L6X3-1/2X5/16X3/4LLBB,19.60,5.78,21.80,5.44
2L5X3-1/2X3/4LLBB,39.60,11.70,27.80,8.52
2L5X3-1/2X3/4X3/8LLBB,39.60,11.70,27.80,8.52
2L5X3-1/2X3/4X3/4LLBB,39.60,11.70,27.80,8.52
2L5X3-1/2X5/8LLBB,33.60,9.86,24.00,7.26
2L5X3-1/2X5/8X3/8LLBB,33.60,9.86,24.00,7.26
2L5X3-1/2X5/8X3/4LLBB,33.60,9.86,24.00,7.26
2L5X3-1/2X1/2LLBB,27.20,8.00,20.00,5.94
